url,product,name,mrp,discounted,star5,star4,star3,star2,star1
https://www.flipkart.com/elegance-eg-3-ply-mask-pack-150-3-ply-mask-virus-protection-personal-health-pack-150-surgical/p/itm5e8de5181c70e?pid=MRPFPNZYRQRA4ZJZ&lid=LSTMRPFPNZYRQRA4ZJZFA0CKD&marketplace=FLIPKART&srno=s_7_257&otracker=search&fm=organic&iid=75537dab-d48b-42c7-905a-7c871c92b48b.MRPFPNZYRQRA4ZJZ.SEARCH&ssid=lu7yn3j70w0000001597549908420&qH=50c82b3d02290f82,facemasks,"Elegance EG_3-Ply Mask_Pack of 150 3-Ply Mask for Virus Protection and Personal Health (Pack of 150) Surgical Mask  (Green, Free Size, Pack of 150, 3 Ply)",1500,299,8.0,4.0,2.0,2.0,2.0
https://www.flipkart.com/aadicare-3-layer-non-woven-elastic-ear-loop-disposable-anti-mask-pack-of-400-blue-surgical-melt-blown-fabric-layer/p/itm0cd83f18b4c9c?pid=MRPFTFQEZWRMCRMV&lid=LSTMRPFTFQEZWRMCRMVJMFRWY&marketplace=FLIPKART&srno=s_7_258&otracker=search&fm=organic&iid=75537dab-d48b-42c7-905a-7c871c92b48b.MRPFTFQEZWRMCRMV.SEARCH&ssid=lu7yn3j70w0000001597549908420&qH=50c82b3d02290f82,facemasks,"AADICARE 3-Layer Non Woven Elastic Ear-Loop Disposable Anti Mask (Pack Of-400, Blue) Surgical Mask With Melt Blown Fabric Layer  (Free Size, Pack of 400, 3 Ply)",1599,649,16.0,9.0,3.0,1.0,3.0
https://www.flipkart.com/livingcreation-3-layer-ply-face-mask-100-surgical-melt-blown-fabric/p/itmea2875f2ef1bf?pid=MRPFRPAZ5U9DMDCS&lid=LSTMRPFRPAZ5U9DMDCS1HUCZM&marketplace=FLIPKART&srno=s_7_259&otracker=search&fm=organic&iid=75537dab-d48b-42c7-905a-7c871c92b48b.MRPFRPAZ5U9DMDCS.SEARCH&ssid=lu7yn3j70w0000001597549908420&qH=50c82b3d02290f82,facemasks,"Livingcreation 3 layer ply face mask 100 Surgical Mask With Melt Blown Fabric Layer  (Free Size, Pack of 100, 3 Ply)",1000,199,13.0,1.0,2.0,3.0,7.0
https://www.flipkart.com/nea-kn95-n95-anti-pollution-viral-5-layered-including-2-meltblown-filters-protective-face-mask-wsx-heath-respirator-water-resistant-washable-reusable/p/itmecf1ea5e9b0b8?pid=MRPFRHGYFAZFWQJB&lid=LSTMRPFRHGYFAZFWQJBZXAEVP&marketplace=FLIPKART&srno=s_7_260&otracker=search&fm=organic&iid=en_vBhOha6nIspMVpAyhYCAD5TaHfjVv5cps9WzrFKgJBs%2FGx2oU0Z4tsGK%2Fu56VxAn7M%2F%2Bg%2B%2Fr9ShT82PjnE2uCA%3D%3D&ssid=lu7yn3j70w0000001597549908420&qH=50c82b3d02290f82,facemasks,"NEA KN95 / N95 Anti Pollution and Anti Viral 5 Layered ( including 2 Meltblown filters ) Protective Face Mask WSX -Heath+ Mask Respirator Water Resistant, Washable, Reusable  (White, L, Pack of 4)",1399,191,366.0,212.0,134.0,76.0,91.0
https://www.flipkart.com/3w-surgical-nose-pin-anti-pollution-mask-4-layer-protection-green-pack-50/p/itmb1c0be5e40308?pid=MRPFSV7XTEWNF2AN&lid=LSTMRPFSV7XTEWNF2AND46CQG&marketplace=FLIPKART&srno=s_7_261&otracker=search&fm=organic&iid=75537dab-d48b-42c7-905a-7c871c92b48b.MRPFSV7XTEWNF2AN.SEARCH&ssid=lu7yn3j70w0000001597549908420&qH=50c82b3d02290f82,facemasks,"3W Surgical Nose Pin Anti Pollution Mask with 4 Layer Protection Green pack of 50 Surgical Mask  (Free Size, Pack of 50, 3 Ply)",499,449,23.0,10.0,12.0,0.0,5.0
https://www.flipkart.com/flipkart-smartbuy-health-surgical-mask-sm-40-melt-blown-fabric-layer/p/itm8909038c711b5?pid=MRPFRFVYWW4WJ2HD&lid=LSTMRPFRFVYWW4WJ2HDTYID6C&marketplace=FLIPKART&srno=s_7_262&otracker=search&fm=organic&iid=75537dab-d48b-42c7-905a-7c871c92b48b.MRPFRFVYWW4WJ2HD.SEARCH&ssid=lu7yn3j70w0000001597549908420&qH=50c82b3d02290f82,facemasks,"Flipkart SmartBuy Health+ Surgical Mask SM-40 Surgical Mask With Melt Blown Fabric Layer  (Blue, Free Size, Pack of 40, 3 Ply)",640,450,132.0,109.0,41.0,9.0,31.0
https://www.flipkart.com/3w-surgical-nose-pin-anti-pollution-mask-4-layer-protection-yellow-pack-25/p/itm126c5cfd8ef60?pid=MRPFSV7P6ZAAG9SE&lid=LSTMRPFSV7P6ZAAG9SEYJ8LAB&marketplace=FLIPKART&srno=s_7_263&otracker=search&fm=organic&iid=75537dab-d48b-42c7-905a-7c871c92b48b.MRPFSV7P6ZAAG9SE.SEARCH&ssid=lu7yn3j70w0000001597549908420&qH=50c82b3d02290f82,facemasks,"3W Surgical Nose Pin Anti Pollution Mask with 4 Layer Protection Yellow pack of 25 Surgical Mask  (Free Size, Pack of 25, 3 Ply)",0,269,41.0,13.0,7.0,2.0,4.0
https://www.flipkart.com/bildos-3-ply-pharmaceutical-mask-ultrasonic-welded-ear-loop-nose-pin-dispenser-box-packing-100-pcs-surgical/p/itm04633239138ff?pid=MRPFT3EXCRPHV7UM&lid=LSTMRPFT3EXCRPHV7UMZ9XYZY&marketplace=FLIPKART&srno=s_7_264&otracker=search&fm=organic&iid=en_vBhOha6nIspMVpAyhYCAD5TaHfjVv5cps9WzrFKgJBuTr0dsEqiRnmJMj%2BWMOAreOOpmwzzCvw2H4NjUtKTihQ%3D%3D&ssid=lu7yn3j70w0000001597549908420&qH=50c82b3d02290f82,facemasks,"Bildos 3 Ply pharmaceutical mask with ultrasonic welded ear loop and Nose pin in Dispenser Box packing 100 Pcs Surgical Mask  (Blue, Free Size, Pack of 100, 3 Ply)",1000,450,55.0,18.0,16.0,13.0,37.0
https://www.flipkart.com/cafley-5-layer-triple-particle-filtration-system-fda-iso-13485-appoved-n95-grey-f4/p/itm5879742a4b1df?pid=MRPFTU9RZZFSRHNH&lid=LSTMRPFTU9RZZFSRHNHWNIKPV&marketplace=FLIPKART&srno=s_7_265&otracker=search&fm=organic&iid=75537dab-d48b-42c7-905a-7c871c92b48b.MRPFTU9RZZFSRHNH.SEARCH&ssid=lu7yn3j70w0000001597549908420&qH=50c82b3d02290f82,facemasks,"Cafley  5 Layer Triple Particle Filtration System FDA and ISO 13485 Appoved N95-GREY-F4  (Grey, Free Size, Pack of 4)",1299,199,1.0,3.0,0.0,0.0,0.0
https://www.flipkart.com/oromask-pack-3-street0-fit-reusable-washable/p/itmbf246e824dd31?pid=MRPFFESPDMNWHSPD&lid=LSTMRPFFESPDMNWHSPDZAVZXW&marketplace=FLIPKART&srno=s_7_266&otracker=search&fm=organic&iid=75537dab-d48b-42c7-905a-7c871c92b48b.MRPFFESPDMNWHSPD.SEARCH&ssid=lu7yn3j70w0000001597549908420&qH=50c82b3d02290f82,facemasks,"oromask PACK OF 3 STREET0 - FIT Reusable, Washable  (Black, Green, White, Free Size, Pack of 3, 3 Ply)",300,249,1396.0,895.0,496.0,164.0,238.0
https://www.flipkart.com/f-gear-pearl-f95-mask-adult-7-layer-iso-ce-sitra-lab-certified-95-bacteria-filtration-3628-reusable-washable/p/itm719bdd458c249?pid=MRPFTU94UHSQTBGC&lid=LSTMRPFTU94UHSQTBGC4IEQHS&marketplace=FLIPKART&srno=s_7_267&otracker=search&fm=organic&iid=75537dab-d48b-42c7-905a-7c871c92b48b.MRPFTU94UHSQTBGC.SEARCH&ssid=lu7yn3j70w0000001597549908420&qH=50c82b3d02290f82,facemasks,"F Gear Pearl F95 Mask for Adult 7 layer ISO CE SITRA lab certified &gt;95% Bacteria Filtration 3628 Reusable, Washable  (Black, Grey, White, Free Size, Pack of 3)",0,299,5.0,3.0,1.0,2.0,0.0
https://www.flipkart.com/dee20-pn-95-multicolor-pn95msk05vblrlgabcy-reusable-washable-cloth-mask-melt-blown-fabric-layer/p/itm07de14d8288df?pid=MRPFTGM67ZHEEZUU&lid=LSTMRPFTGM67ZHEEZUURVFRWF&marketplace=FLIPKART&srno=s_7_268&otracker=search&fm=organic&iid=75537dab-d48b-42c7-905a-7c871c92b48b.MRPFTGM67ZHEEZUU.SEARCH&ssid=lu7yn3j70w0000001597549908420&qH=50c82b3d02290f82,facemasks,"DEE20 PN-95 Multicolor PN95MSK05VBLRLGABCY Reusable, Washable Cloth Mask With Melt Blown Fabric Layer  (Multicolor, Free Size, Pack of 5)",999,249,4.0,3.0,4.0,0.0,4.0
https://www.flipkart.com/birde-n95-mask-filter-pro-5-layers-triple-particle-filtration-system-without-respirator-fda-iso-ce-gmp-iso-13485-appoved-anti-virus-pollution-dust-outdoor-protection-face-germ-md-606-rd1-601-gry-1-reusable-washable/p/itmf782cad8481b1?pid=MRPFUYJY2JFZSJPH&lid=LSTMRPFUYJY2JFZSJPH3BSUOB&marketplace=FLIPKART&srno=s_7_269&otracker=search&fm=organic&iid=75537dab-d48b-42c7-905a-7c871c92b48b.MRPFUYJY2JFZSJPH.SEARCH&ssid=lu7yn3j70w0000001597549908420&qH=50c82b3d02290f82,facemasks,"Birde N95 Mask Filter Pro 5 Layers Triple Particle Filtration System Without Respirator FDA, ISO, CE, GMP and ISO 13485 Appoved N95 Mask For Anti Virus, Anti Pollution, Anti Dust, Outdoor Protection Face Mask For Germ Protection MD-606-RD1-601-GRY-1 Reusable, Washable  (Red, Grey, Free Size, Pack of 2)",798,199,7.0,3.0,4.0,1.0,0.0
https://www.flipkart.com/bildos-n95-mask-washable-n-95-hot-air-cotton-sponge-layer-easy-breathing-reusable/p/itmfcc284e19e6e6?pid=MRPFUFTE6ZWZECCZ&lid=LSTMRPFUFTE6ZWZECCZM91MGW&marketplace=FLIPKART&srno=s_7_270&otracker=search&fm=organic&iid=en_vBhOha6nIspMVpAyhYCAD5TaHfjVv5cps9WzrFKgJBuy0gVmp1cWv8ED45PH1DRf4sk2r%2FddUR62ENHbvaPAsg%3D%3D&ssid=lu7yn3j70w0000001597549908420&qH=50c82b3d02290f82,facemasks,"Bildos N95 Mask Washable N-95 with Hot air Cotton Sponge Layer For Easy Breathing Reusable  (Multicolor, Free Size, Pack of 5)",999,399,-1.0,-1.0,-1.0,-1.0,-1.0
https://www.flipkart.com/magic-design-mask-ruk-08-water-resistant-reusable-washable-cloth-melt-blown-fabric-layer/p/itm0b4bfd20ece7c?pid=MRPFSYV6BPXWFJNH&lid=LSTMRPFSYV6BPXWFJNHAYFLYS&marketplace=FLIPKART&srno=s_7_271&otracker=search&fm=organic&iid=75537dab-d48b-42c7-905a-7c871c92b48b.MRPFSYV6BPXWFJNH.SEARCH&ssid=lu7yn3j70w0000001597549908420&qH=50c82b3d02290f82,facemasks,"Magic Design Mask Ruk 08 Water Resistant, Reusable, Washable Cloth Mask With Melt Blown Fabric Layer  (Black, Free Size, Pack of 8)",640,199,5.0,4.0,0.0,2.0,3.0
https://www.flipkart.com/rbc-reusable-washable-pollution-free-n95-mask-men-women-multi-color-size-5-layer-mask/p/itm461753f3437e8?pid=MRPFU95EMYRZ6QTW&lid=LSTMRPFU95EMYRZ6QTWKLLTPV&marketplace=FLIPKART&srno=s_7_272&otracker=search&fm=organic&iid=75537dab-d48b-42c7-905a-7c871c92b48b.MRPFU95EMYRZ6QTW.SEARCH&ssid=lu7yn3j70w0000001597549908420&qH=50c82b3d02290f82,facemasks,"RBC Reusable,Washable and Pollution Free N95 Mask For Men And Women Multi Color Mask And Free Size 5 Layer Mask.  (Multicolor, Free Size, Pack of 5)",299,222,-1.0,-1.0,-1.0,-1.0,-1.0
https://www.flipkart.com/urevo-3ply-disposable-face-masks-bacterial-filtration-effiency-bfe-above-95-particle-effiency-pee-93-6-ce-iso-sitra-certified-surgical-mask-melt-blown-fabric-layer-water-resistant/p/itm633d07e9418fc?pid=MRPFTFZQN9J3SFQS&lid=LSTMRPFTFZQN9J3SFQSYKKC7J&marketplace=FLIPKART&srno=s_7_273&otracker=search&fm=organic&iid=75537dab-d48b-42c7-905a-7c871c92b48b.MRPFTFZQN9J3SFQS.SEARCH&ssid=lu7yn3j70w0000001597549908420&qH=50c82b3d02290f82,facemasks,"UREVO 3ply Disposable Face Masks, Bacterial Filtration Effiency(BFE) Above 95%,Particle Filtration Effiency (PEE) Above 93.6%, CE &amp; ISO &amp; SITRA Certified Surgical Mask With Melt Blown Fabric Layer Water Resistant Surgical Mask With Melt Blown Fabric Layer  (Blue, Free Size, Pack of 50, 3 Ply)",800,599,4.0,6.0,0.0,1.0,0.0
https://www.flipkart.com/qraa-hypershield-cotton-face-mask-reusable-washable-dri-fit-fabric-pack-3-easy-breath-sweat-free-colour-masks-reusable-cloth-mask/p/itm29ce8a73a7916?pid=MRPFSYAGUBQMGG67&lid=LSTMRPFSYAGUBQMGG67QOKWDT&marketplace=FLIPKART&srno=s_7_274&otracker=search&fm=organic&iid=en_vBhOha6nIspMVpAyhYCAD5TaHfjVv5cps9WzrFKgJBvLkjs5qLZGwctGuEbHxzUWUSFfbd5T4SXKA63WQEVpjw%3D%3D&ssid=lu7yn3j70w0000001597549908420&qH=50c82b3d02290f82,facemasks,"Qraa HyperShield Cotton Face Mask- Reusable, Washable and Dri-Fit Fabric- Pack of 3 | Easy to breath, Sweat free Colour Masks Reusable Cloth Mask  (Free Size, Pack of 3)",270,210,160.0,59.0,51.0,31.0,59.0
https://www.flipkart.com/matzo-natural-disposable-astm-f2100-soft-ear-loops-nose-clip-10-pack-surgical-mask-washable-melt-blown-fabric-layer/p/itm26d5189e513a8?pid=MRPFRUBZMUGKCKBE&lid=LSTMRPFRUBZMUGKCKBEEG2LBH&marketplace=FLIPKART&srno=s_7_275&otracker=search&fm=organic&iid=75537dab-d48b-42c7-905a-7c871c92b48b.MRPFRUBZMUGKCKBE.SEARCH&ssid=lu7yn3j70w0000001597549908420&qH=50c82b3d02290f82,facemasks,"Matzo Natural Disposable ASTM F2100, with soft Ear Loops and Nose Clip, 10 Pack Surgical MASK Washable Surgical Mask With Melt Blown Fabric Layer  (Blue, Free Size, Pack of 10, 3 Ply)",0,160,36.0,30.0,14.0,5.0,6.0
https://www.flipkart.com/fashmade-150-3ply-surgical-mask/p/itme996189f1070b?pid=MRPFRH6ESE5A5GXR&lid=LSTMRPFRH6ESE5A5GXRRHDDLI&marketplace=FLIPKART&srno=s_7_276&otracker=search&fm=organic&iid=75537dab-d48b-42c7-905a-7c871c92b48b.MRPFRH6ESE5A5GXR.SEARCH&ssid=lu7yn3j70w0000001597549908420&qH=50c82b3d02290f82,facemasks,"FashMade 150 3PLY Surgical Mask  (Free Size, Pack of 150, 3 Ply)",1500,204,585.0,231.0,223.0,129.0,256.0
https://www.flipkart.com/rockjon-3-ply-surgical-mask-nose-pin-men-women-pack-200-blue-kirsm-np-blue-p200-blue-free-size-ply-reusable-washable-melt-blown-fabric-layer/p/itm4917248ac27e9?pid=MRPFUBZWGCEDDHZW&lid=LSTMRPFUBZWGCEDDHZW9AEL73&marketplace=FLIPKART&srno=s_7_277&otracker=search&fm=organic&iid=75537dab-d48b-42c7-905a-7c871c92b48b.MRPFUBZWGCEDDHZW.SEARCH&ssid=lu7yn3j70w0000001597549908420&qH=50c82b3d02290f82,facemasks,"Rockjon 3 Ply Surgical Mask with Nose Pin for Men Women ( Pack of 200, Blue) KIRSM-NP-Blue-P200 Surgical Mask (Blue, Free Size, Pack of 200, 3 Ply) 3 Ply Surgical Mask with Nose Pin for Men Women ( Pack of 200, Blue) KIRSM-NP-Blue-P200 Surgical Mask (Blue, Free Size, Pack of 200, 3 Ply) Reusable, Washable Surgical Mask With Melt Blown Fabric Layer  (Blue, Free Size, Pack of 200, 3 Ply)",999,699,-1.0,-1.0,-1.0,-1.0,-1.0
https://www.flipkart.com/aadicare-surgical-3-ply-face-mask-pack-300-melt-blown-fabric-layer/p/itm632459bec9e4e?pid=MRPFTZ5FZDXFFFDZ&lid=LSTMRPFTZ5FZDXFFFDZJFZLLB&marketplace=FLIPKART&srno=s_7_278&otracker=search&fm=organic&iid=75537dab-d48b-42c7-905a-7c871c92b48b.MRPFTZ5FZDXFFFDZ.SEARCH&ssid=lu7yn3j70w0000001597549908420&qH=50c82b3d02290f82,facemasks,"AADICARE SURGICAL 3 PLY FACE MASK PACK OF 300 Surgical Mask With Melt Blown Fabric Layer  (Free Size, Pack of 300, 3 Ply)",1499,460,-1.0,-1.0,-1.0,-1.0,-1.0
https://www.flipkart.com/veilside-pack-50-pcs-3-layer-face-mask-pollution-surgical-virus-mask-50-surgical/p/itm4fb2f45ca3c28?pid=MRPFPPXREN9YRH3M&lid=LSTMRPFPPXREN9YRH3MMLNM3U&marketplace=FLIPKART&srno=s_7_279&otracker=search&fm=organic&iid=75537dab-d48b-42c7-905a-7c871c92b48b.MRPFPPXREN9YRH3M.SEARCH&ssid=lu7yn3j70w0000001597549908420&qH=50c82b3d02290f82,facemasks,"VeilSide Pack of 50 Pcs (3 Layer) Face Mask Pollution/Surgical/Virus Mask-50 Surgical Mask  (Blue, Free Size, Pack of 50, 3 Ply)",500,149,8.0,2.0,2.0,1.0,1.0
https://www.flipkart.com/flipkart-smartbuy-n95-mask-multicolor-n95-8-colour-8pc-reusable/p/itm069f961c496b1?pid=MRPFTHKGCUM6PPYM&lid=LSTMRPFTHKGCUM6PPYMFQFAFR&marketplace=FLIPKART&srno=s_7_280&otracker=search&fm=organic&iid=en_vBhOha6nIspMVpAyhYCAD5TaHfjVv5cps9WzrFKgJBuwB2RGjsacFz%2B6IIeQpkzU8DQnOP3Y4W915IKR8RmCcg%3D%3D&ssid=lu7yn3j70w0000001597549908420&qH=50c82b3d02290f82,facemasks,"Flipkart Smartbuy N95 Mask Multicolor N95_8_Colour_8Pc Reusable  (Multicolor, Free Size, Pack of 8)",2199,499,61.0,40.0,26.0,6.0,42.0
https://www.flipkart.com/fashmade-150-3ply-surgical-mask/p/itme996189f1070b?pid=MRPFRH6ESE5A5GXR&lid=LSTMRPFRH6ESE5A5GXRRHDDLI&marketplace=FLIPKART&srno=s_8_281&otracker=search&fm=organic&iid=9d1d703a-9f95-4ba7-9fac-1b113b571b98.MRPFRH6ESE5A5GXR.SEARCH&ssid=fza29pa0ao0000001597550031260&qH=50c82b3d02290f82,facemasks,"FashMade 150 3PLY Surgical Mask  (Free Size, Pack of 150, 3 Ply)",1500,204,585.0,231.0,223.0,129.0,256.0
https://www.flipkart.com/rockjon-3-ply-surgical-mask-nose-pin-men-women-pack-200-blue-kirsm-np-blue-p200-blue-free-size-ply-reusable-washable-melt-blown-fabric-layer/p/itm4917248ac27e9?pid=MRPFUBZWGCEDDHZW&lid=LSTMRPFUBZWGCEDDHZW9AEL73&marketplace=FLIPKART&srno=s_8_282&otracker=search&fm=organic&iid=9d1d703a-9f95-4ba7-9fac-1b113b571b98.MRPFUBZWGCEDDHZW.SEARCH&ssid=fza29pa0ao0000001597550031260&qH=50c82b3d02290f82,facemasks,"Rockjon 3 Ply Surgical Mask with Nose Pin for Men Women ( Pack of 200, Blue) KIRSM-NP-Blue-P200 Surgical Mask (Blue, Free Size, Pack of 200, 3 Ply) 3 Ply Surgical Mask with Nose Pin for Men Women ( Pack of 200, Blue) KIRSM-NP-Blue-P200 Surgical Mask (Blue, Free Size, Pack of 200, 3 Ply) Reusable, Washable Surgical Mask With Melt Blown Fabric Layer  (Blue, Free Size, Pack of 200, 3 Ply)",999,699,-1.0,-1.0,-1.0,-1.0,-1.0
https://www.flipkart.com/urevo-3ply-disposable-face-masks-bacterial-filtration-effiency-bfe-above-95-particle-effiency-pee-93-6-ce-iso-sitra-certified-surgical-mask-melt-blown-fabric-layer-water-resistant/p/itm633d07e9418fc?pid=MRPFTFZQN9J3SFQS&lid=LSTMRPFTFZQN9J3SFQSYKKC7J&marketplace=FLIPKART&srno=s_8_283&otracker=search&fm=organic&iid=9d1d703a-9f95-4ba7-9fac-1b113b571b98.MRPFTFZQN9J3SFQS.SEARCH&ssid=fza29pa0ao0000001597550031260&qH=50c82b3d02290f82,facemasks,"UREVO 3ply Disposable Face Masks, Bacterial Filtration Effiency(BFE) Above 95%,Particle Filtration Effiency (PEE) Above 93.6%, CE &amp; ISO &amp; SITRA Certified Surgical Mask With Melt Blown Fabric Layer Water Resistant Surgical Mask With Melt Blown Fabric Layer  (Blue, Free Size, Pack of 50, 3 Ply)",800,599,4.0,6.0,0.0,1.0,0.0
https://www.flipkart.com/nea-kn95-n95-anti-pollution-viral-5-layered-including-2-meltblown-filters-protective-face-mask-wsx-heath-respirator-water-resistant-washable-reusable/p/itmecf1ea5e9b0b8?pid=MRPFRHGYFAZFWQJB&lid=LSTMRPFRHGYFAZFWQJBZXAEVP&marketplace=FLIPKART&srno=s_8_284&otracker=search&fm=organic&iid=en_%2FxU5Akor230DBeThfsNQQcgGb%2FGIXn8nJJKc87miHIz8eXIsbiBaH83ivKjZfPC6cBUhrzV0bhWKdx8JqfFMxw%3D%3D&ssid=fza29pa0ao0000001597550031260&qH=50c82b3d02290f82,facemasks,"NEA KN95 / N95 Anti Pollution and Anti Viral 5 Layered ( including 2 Meltblown filters ) Protective Face Mask WSX -Heath+ Mask Respirator Water Resistant, Washable, Reusable  (White, L, Pack of 4)",1399,191,366.0,212.0,134.0,76.0,91.0
https://www.flipkart.com/aadicare-surgical-3-ply-face-mask-pack-300-melt-blown-fabric-layer/p/itm632459bec9e4e?pid=MRPFTZ5FZDXFFFDZ&lid=LSTMRPFTZ5FZDXFFFDZJFZLLB&marketplace=FLIPKART&srno=s_8_285&otracker=search&fm=organic&iid=9d1d703a-9f95-4ba7-9fac-1b113b571b98.MRPFTZ5FZDXFFFDZ.SEARCH&ssid=fza29pa0ao0000001597550031260&qH=50c82b3d02290f82,facemasks,"AADICARE SURGICAL 3 PLY FACE MASK PACK OF 300 Surgical Mask With Melt Blown Fabric Layer  (Free Size, Pack of 300, 3 Ply)",1499,460,-1.0,-1.0,-1.0,-1.0,-1.0
https://www.flipkart.com/bildos-3-ply-pharmaceutical-mask-ultrasonic-welded-ear-loop-nose-pin-dispenser-box-packing-100-pcs-surgical/p/itm04633239138ff?pid=MRPFT3EXCRPHV7UM&lid=LSTMRPFT3EXCRPHV7UMZ9XYZY&marketplace=FLIPKART&srno=s_8_286&otracker=search&fm=organic&iid=9d1d703a-9f95-4ba7-9fac-1b113b571b98.MRPFT3EXCRPHV7UM.SEARCH&ssid=fza29pa0ao0000001597550031260&qH=50c82b3d02290f82,facemasks,"Bildos 3 Ply pharmaceutical mask with ultrasonic welded ear loop and Nose pin in Dispenser Box packing 100 Pcs Surgical Mask  (Blue, Free Size, Pack of 100, 3 Ply)",1000,450,55.0,18.0,16.0,13.0,37.0
https://www.flipkart.com/3m-particulate-respirator-8210-n95-mask-niosh-approved-pack-2/p/itme8070ea3f911c?pid=MRPF5HGVYTMQGGMM&lid=LSTMRPF5HGVYTMQGGMMLEO8KQ&marketplace=FLIPKART&srno=s_8_287&otracker=search&fm=organic&iid=9d1d703a-9f95-4ba7-9fac-1b113b571b98.MRPF5HGVYTMQGGMM.SEARCH&ssid=fza29pa0ao0000001597550031260&qH=50c82b3d02290f82,facemasks,"3M Particulate Respirator 8210, N95 Mask, NIOSH Approved (Pack of 2)  (Free Size, Pack of 1)",950,639,30.0,9.0,4.0,5.0,24.0
https://www.flipkart.com/impulse-washable-reusable-outdoor-protection-face-mask-germ-4-layer-respirator-anti-virus-pollution-dust-i95-po7-reusable/p/itm4405f19d9b3ad?pid=MRPFQYFX3G7TUR3G&lid=LSTMRPFQYFX3G7TUR3GJNRJIT&marketplace=FLIPKART&srno=s_8_288&otracker=search&fm=organic&iid=9d1d703a-9f95-4ba7-9fac-1b113b571b98.MRPFQYFX3G7TUR3G.SEARCH&ssid=fza29pa0ao0000001597550031260&qH=50c82b3d02290f82,facemasks,"Impulse Washable Reusable Outdoor Protection Face Mask for germ protection I 4 layer face mask with respirator I Anti virus, Anti Pollution, Anti Dust I95 PO7 Reusable, Washable  (Black, L, Pack of 7)",750,375,30.0,19.0,14.0,5.0,4.0
https://www.flipkart.com/gear-oxymax-adult-6-layer-reusable-outdoor-accoxmod02msk041-cloth-mask-melt-blown-fabric/p/itm4b275de6884cd?pid=MRPFSFSXYTXRZDWH&lid=LSTMRPFSFSXYTXRZDWH0T71JY&marketplace=FLIPKART&srno=s_8_289&otracker=search&fm=organic&iid=9d1d703a-9f95-4ba7-9fac-1b113b571b98.MRPFSFSXYTXRZDWH.SEARCH&ssid=fza29pa0ao0000001597550031260&qH=50c82b3d02290f82,facemasks,"Gear OXYMAX Adult 6 Layer Reusable Outdoor ACCOXMOD02MSK041 Cloth Mask With Melt Blown Fabric Layer  (Multicolor, Free Size, Pack of 2)",299,249,106.0,69.0,35.0,7.0,28.0
https://www.flipkart.com/gleam-kn95-n95-face-mask-anti-pollution-anti-virus-breathable-mask-melt-blown-fabric-layer-iso-ce-certified-n95plainwhitepacko10/p/itm086d28e1cbb6b?pid=MRPFTX9VHXYDDGFE&lid=LSTMRPFTX9VHXYDDGFEONYODV&marketplace=FLIPKART&srno=s_8_290&otracker=search&fm=organic&iid=en_%2FxU5Akor230DBeThfsNQQcgGb%2FGIXn8nJJKc87miHIwUBpVa%2BxrYcHgBt6EQfP6Xv1GOz8sOaHb9UAMG0qJsVQ%3D%3D&ssid=fza29pa0ao0000001597550031260&qH=50c82b3d02290f82,facemasks,"Gleam KN95/N95 Face Mask, Anti-Pollution &amp; Anti Virus Breathable Face Mask With Melt Blown Fabric Layer ISO CE Certified N95PLAINWHITEpacko10  (White, Free Size, Pack of 10)",1899,399,-1.0,-1.0,-1.0,-1.0,-1.0
https://www.flipkart.com/nea-n95-kn95-ffp2-5-layer-reusable-anti-pollution-anti-bacterial-virus-washable-respiratory-face-mask-medical-respirator-wsx-44-water-resistant-reusable/p/itm411f94ece469e?pid=MRPFSF99AU8BHSGZ&lid=LSTMRPFSF99AU8BHSGZLSCM5I&marketplace=FLIPKART&srno=s_8_291&otracker=search&fm=organic&iid=9d1d703a-9f95-4ba7-9fac-1b113b571b98.MRPFSF99AU8BHSGZ.SEARCH&ssid=fza29pa0ao0000001597550031260&qH=50c82b3d02290f82,facemasks,"NEA N95 / KN95 FFP2 5- Layer Reusable Anti-Pollution , Anti- Bacterial , Anti- Virus washable respiratory Face Mask Medical Mask Respirator N95 WSX -44++ Water Resistant, Reusable, Washable  (White, L, Pack of 10)",1999,429,13.0,4.0,5.0,1.0,0.0
https://www.flipkart.com/asian-mask-2001-lightgrey-1-reusable/p/itm8cd21dc2df338?pid=MRPFS92XEHPE35E5&lid=LSTMRPFS92XEHPE35E5BRNHW7&marketplace=FLIPKART&srno=s_8_292&otracker=search&fm=organic&iid=9d1d703a-9f95-4ba7-9fac-1b113b571b98.MRPFS92XEHPE35E5.SEARCH&ssid=fza29pa0ao0000001597550031260&qH=50c82b3d02290f82,facemasks,"Asian MASK-2001-LIGHTGREY-1 MASK-2001-LIGHTGREY-1 Reusable  (Grey, Black, Free Size, Pack of 1)",149,125,112.0,71.0,50.0,15.0,56.0
